benchmark,task_id,model_name,side_effect,suboptimal,looping,success,n_steps,error_rate,repeat_rate,max_consec_norm,obs_tokens_per_step,obs_tokens_present,n_step_records,n_actions,path_json_mismatch
webarena,webarena.698,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0666666666666666,0.5666666666666667,0.5666666666666667,197697.03333333333,1,31,30,0
webarena,webarena.698,GenericAgent-anthropic_claude-3.7-sonnet,1.0,1.0,0.0,0.0,20,0.1,0.15,0.15,218638.05,1,21,20,0
webarena,webarena.698,GenericAgent-gpt-4o-2024-11-20,1.0,1.0,1.0,0.0,17,0.4705882352941176,0.2352941176470588,0.0588235294117647,186140.4705882353,1,18,17,0
webarena,webarena.698,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,1.0,1.0,1.0,0.0,30,0.0333333333333333,0.6333333333333333,0.6333333333333333,245763.76666666663,1,31,30,0
webarena,webarena.700,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0666666666666666,0.6,0.4,97734.56666666668,1,31,30,0
webarena,webarena.700,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,14,0.2142857142857142,0.0,0.0714285714285714,89234.14285714286,1,15,14,0
webarena,webarena.700,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,1.0,11,0.0,0.0,0.0909090909090909,89445.81818181818,1,12,11,0
webarena,webarena.700,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,16,0.5,0.3125,0.25,91663.9375,1,17,16,0
webarena,webarena.701,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.1,0.1999999999999999,0.0666666666666666,96905.96666666666,1,31,30,0
webarena,webarena.701,GenericAgent-anthropic_claude-3.7-sonnet,1.0,1.0,0.0,0.0,18,0.1111111111111111,0.0,0.0555555555555555,91404.33333333331,1,19,18,0
webarena,webarena.701,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,1.0,30,0.0666666666666666,0.6333333333333333,0.3,90565.9,1,31,30,0
webarena,webarena.701,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.3333333333333333,0.5333333333333333,0.2333333333333333,94854.8,1,31,30,0
webarena,webarena.704,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,12,0.1666666666666666,0.0,0.0833333333333333,69016.58333333333,1,13,12,0
webarena,webarena.704,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,8,0.125,0.0,0.125,68070.375,1,9,8,0
webarena,webarena.704,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.7,0.6666666666666666,116126.26666666666,1,31,30,0
webarena,webarena.704,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.7,0.1666666666666666,59242.03333333333,1,31,30,0
webarena,webarena.710,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,5,0.2,0.0,0.2,66324.8,1,6,5,0
webarena,webarena.710,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,1.0,0.7333333333333334,0.1,61160.0,1,31,30,0
webarena,webarena.710,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,1.0,5,0.0,0.0,0.2,67162.2,1,6,5,0
webarena,webarena.710,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,0.0,0.0,1.0,7,0.1428571428571428,0.2857142857142857,0.4285714285714285,61552.71428571428,1,8,7,0
webarena,webarena.718,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,1.0,1.0,0.0,0.0,24,0.0,0.375,0.2916666666666667,102430.875,1,25,24,0
webarena,webarena.718,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,1.0,9,0.0,0.1111111111111111,0.1111111111111111,74424.55555555556,1,10,9,0
webarena,webarena.718,GenericAgent-gpt-4o-2024-11-20,1.0,1.0,0.0,0.0,10,0.0,0.0,0.1,134461.1,1,11,10,0
webarena,webarena.718,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,0.0,0.0,1.0,7,0.0,0.0,0.1428571428571428,75508.28571428571,1,8,7,0
webarena,webarena.723,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,11,0.0,0.5454545454545454,0.3636363636363636,99112.18181818182,1,12,11,0
webarena,webarena.723,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,5,0.0,0.0,0.2,11348.6,1,6,5,0
webarena,webarena.723,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,0.0,12,0.0,0.25,0.1666666666666666,24555.416666666668,1,13,12,0
webarena,webarena.723,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.7,0.7,39009.16666666666,1,31,30,0
webarena,webarena.726,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,12,0.0,0.75,0.0833333333333333,49769.66666666666,1,13,12,0
webarena,webarena.726,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,5,0.0,0.0,0.2,77712.6,1,6,5,0
webarena,webarena.726,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,0.0,4,0.0,0.0,0.25,9935.0,1,5,4,0
webarena,webarena.726,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,4,0.0,0.25,0.25,10448.0,1,5,4,0
webarena,webarena.730,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,27,0.0,0.7777777777777778,0.1111111111111111,93178.44444444444,1,28,27,0
webarena,webarena.730,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,30,0.0,0.5666666666666667,0.2333333333333333,89897.66666666667,1,31,30,0
webarena,webarena.730,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.9,0.8,10416.133333333331,1,31,30,0
webarena,webarena.730,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,29,0.0,0.8275862068965517,0.8620689655172413,106199.03448275862,1,29,29,0
webarena,webarena.735,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,1.0,12,0.0,0.4166666666666666,0.5,88664.08333333333,1,13,12,0
webarena,webarena.735,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,9,0.0,0.2222222222222222,0.3333333333333333,43751.22222222222,1,10,9,0
webarena,webarena.735,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.8666666666666667,0.6,13944.333333333334,1,31,30,0
webarena,webarena.738,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,1.0,30,0.0,0.6333333333333333,0.5333333333333333,33719.0,1,31,30,0
webarena,webarena.738,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,7,0.0,0.1428571428571429,0.1428571428571428,27612.571428571428,1,8,7,0
webarena,webarena.738,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.8666666666666667,0.9,27895.766666666663,1,31,30,0
webarena,webarena.738,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,13,0.0,0.4615384615384615,0.5384615384615384,27196.53846153846,1,14,13,0
webarena,webarena.740,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,1.0,10,0.0,0.1999999999999999,0.1,27696.0,1,11,10,0
webarena,webarena.740,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,4,0.0,0.0,0.25,27339.25,1,5,4,0
webarena,webarena.740,GenericAgent-gpt-4o-2024-11-20,0.0,0.0,0.0,1.0,4,0.0,0.0,0.25,27367.75,1,5,4,0
webarena,webarena.740,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,1.0,6,0.0,0.0,0.1666666666666666,27288.5,1,7,6,0
webarena,webarena.757,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.6333333333333333,0.1666666666666666,30747.63333333333,1,31,30,0
webarena,webarena.757,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,4,0.0,0.0,0.25,27353.25,1,5,4,0
webarena,webarena.757,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,1.0,4,0.0,0.0,0.25,27337.25,1,5,4,0
webarena,webarena.757,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,0.0,0.0,1.0,7,0.0,0.1428571428571429,0.2857142857142857,31157.14285714286,1,8,7,0
webarena,webarena.758,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,1.0,12,0.0,0.4166666666666666,0.3333333333333333,28680.666666666668,1,13,12,0
webarena,webarena.758,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,6,0.0,0.0,0.1666666666666666,27371.33333333333,1,7,6,0
webarena,webarena.758,GenericAgent-gpt-4o-2024-11-20,0.0,0.0,0.0,1.0,4,0.0,0.0,0.25,27325.75,1,5,4,0
webarena,webarena.758,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,0.0,0.0,1.0,5,0.0,0.0,0.2,27279.2,1,6,5,0
webarena,webarena.759,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.6333333333333333,0.0333333333333333,28481.0,1,31,30,0
webarena,webarena.759,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,2,0.0,0.0,0.5,27118.0,1,3,2,0
webarena,webarena.759,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.8,0.8333333333333334,27737.233333333334,1,31,30,0
webarena,webarena.759,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,2,0.0,0.0,0.5,27063.0,1,3,2,0
webarena,webarena.763,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.2,0.5333333333333333,0.1666666666666666,27512.8,1,31,30,0
webarena,webarena.763,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,8,0.0,0.125,0.125,27699.125,1,9,8,0
webarena,webarena.763,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.6,0.1,129512.1,1,31,30,0
webarena,webarena.763,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,1.0,16,0.0,0.25,0.125,28679.125,1,17,16,0
webarena,webarena.764,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.7333333333333334,0.1333333333333333,27243.966666666667,1,31,30,0
webarena,webarena.764,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,1.0,16,0.0,0.3125,0.1875,28227.1875,1,17,16,0
webarena,webarena.764,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,9,0.0,0.1111111111111111,0.1111111111111111,30493.444444444445,1,10,9,0
webarena,webarena.764,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,13,0.0,0.2307692307692307,0.0769230769230769,44846.92307692308,1,14,13,0
webarena,webarena.769,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,1.0,1.0,0.0,0.0,16,0.0625,0.125,0.125,275823.25,1,17,16,0
webarena,webarena.769,GenericAgent-anthropic_claude-3.7-sonnet,1.0,1.0,0.0,0.0,30,0.2,0.1333333333333333,0.0666666666666666,219545.8333333333,1,31,30,0
webarena,webarena.769,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.7,0.7,202966.26666666663,1,31,30,0
webarena,webarena.769,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,7,0.2857142857142857,0.0,0.1428571428571428,129243.0,1,8,7,0
webarena,webarena.776,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,5,0.2,0.0,0.2,157706.4,1,6,5,0
webarena,webarena.776,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.2333333333333333,0.4666666666666667,0.3333333333333333,95539.63333333332,1,31,30,0
webarena,webarena.776,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,0.0,8,0.0,0.0,0.125,152391.125,1,9,8,0
webarena,webarena.776,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.8,0.1,92904.5,1,31,30,0
webarena,webarena.778,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.0333333333333333,0.0333333333333333,170176.16666666666,1,31,30,0
webarena,webarena.778,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0666666666666666,0.0,0.0333333333333333,200711.56666666668,1,31,30,0
webarena,webarena.778,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.0,0.0333333333333333,218691.7333333333,1,31,30,0
webarena,webarena.778,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.0,0.0333333333333333,172558.06666666668,1,31,30,0
webarena,webarena.788,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.1333333333333333,0.8666666666666667,0.8666666666666667,143745.76666666666,1,31,30,0
webarena,webarena.788,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,1.0,4,0.0,0.0,0.25,380201.25,1,5,4,0
webarena,webarena.788,GenericAgent-gpt-4o-2024-11-20,1.0,1.0,0.0,0.0,2,0.0,0.0,0.5,322305.5,1,3,2,0
webarena,webarena.788,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,6,0.3333333333333333,0.1666666666666666,0.1666666666666666,151178.16666666666,1,7,6,0
webarena,webarena.789,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,1.0,1.0,1.0,0.0,17,0.2941176470588235,0.2352941176470588,0.2352941176470588,77726.29411764706,1,18,17,0
webarena,webarena.789,GenericAgent-anthropic_claude-3.7-sonnet,1.0,1.0,0.0,0.0,10,0.2,0.0999999999999999,0.1,87659.5,1,11,10,0
webarena,webarena.789,GenericAgent-gpt-4o-2024-11-20,1.0,1.0,1.0,1.0,22,0.1818181818181818,0.4545454545454546,0.0454545454545454,86635.95454545454,1,23,22,0
webarena,webarena.789,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.2333333333333333,0.7,0.2666666666666666,89567.93333333333,1,31,30,0
webarena,webarena.790,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.4,0.5666666666666667,0.1,101410.36666666668,1,31,30,0
webarena,webarena.790,GenericAgent-anthropic_claude-3.7-sonnet,1.0,1.0,0.0,0.0,30,0.0666666666666666,0.4,0.4333333333333333,219706.9,1,31,30,0
webarena,webarena.790,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.1,0.5666666666666667,0.5,262161.26666666666,1,31,30,0
webarena,webarena.790,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,30,0.1666666666666666,0.4,0.1,194202.13333333333,1,31,30,0
webarena,webarena.805,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.1,0.7333333333333334,0.2666666666666666,76030.03333333334,1,31,30,0
webarena,webarena.805,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.3666666666666667,0.0666666666666666,77156.1,1,31,30,0
webarena,webarena.805,GenericAgent-gpt-4o-2024-11-20,1.0,1.0,1.0,0.0,30,0.1,0.3333333333333333,0.1333333333333333,101270.83333333331,1,31,30,0
workarena,workarena.servicenow.all-menu,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,3,0.0,0.0,0.3333333333333333,130568.0,1,4,3,0
workarena,workarena.servicenow.all-menu,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,3,0.0,0.0,0.3333333333333333,105192.33333333331,1,4,3,0
workarena,workarena.servicenow.all-menu,GenericAgent-gpt-4o-2024-11-20,0.0,0.0,0.0,1.0,3,0.0,0.0,0.3333333333333333,134681.0,1,4,3,0
workarena,workarena.servicenow.all-menu,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,0.0,0.0,1.0,5,0.0,0.1999999999999999,0.4,140126.6,1,6,5,0
workarena,workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.8333333333333334,0.7,233694.7,1,31,30,0
workarena,workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.1,0.5333333333333333,0.0666666666666666,361332.13333333336,1,31,30,0
workarena,workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.7333333333333334,0.3,243566.1,1,31,30,0
workarena,workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.9666666666666668,1.0,177883.66666666666,1,31,30,0
workarena,workarena.servicenow.create-hardware-asset,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.7333333333333334,0.4333333333333333,260191.56666666668,1,31,30,0
workarena,workarena.servicenow.create-hardware-asset,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,17,0.0,0.1764705882352941,0.0588235294117647,260345.17647058825,1,18,17,0
workarena,workarena.servicenow.create-hardware-asset,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,0.0,17,0.3529411764705882,0.1176470588235294,0.1764705882352941,256595.9411764706,1,18,17,0
workarena,workarena.servicenow.create-hardware-asset,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,11,0.0909090909090909,0.1818181818181817,0.0909090909090909,259123.54545454544,1,12,11,0
workarena,workarena.servicenow.create-problem,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,4,0.0,0.0,0.25,258073.25,1,5,4,0
workarena,workarena.servicenow.create-problem,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.1333333333333333,0.3666666666666667,0.0333333333333333,92076.76666666666,1,31,30,0
workarena,workarena.servicenow.create-problem,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.8333333333333334,0.0333333333333333,166217.76666666666,1,31,30,0
workarena,workarena.servicenow.create-problem,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,1.0,29,0.0,0.7241379310344828,0.5172413793103449,267943.4482758621,1,30,29,0
workarena,workarena.servicenow.create-user,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,12,0.0,0.0,0.0833333333333333,124633.66666666669,1,13,12,0
workarena,workarena.servicenow.create-user,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,12,0.0,0.0,0.0833333333333333,124368.16666666669,1,13,12,0
workarena,workarena.servicenow.create-user,GenericAgent-gpt-4o-2024-11-20,0.0,0.0,0.0,1.0,12,0.0,0.0,0.0833333333333333,124601.83333333331,1,13,12,0
workarena,workarena.servicenow.create-user,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,0.0,0.0,1.0,17,0.0,0.1176470588235294,0.1176470588235294,124823.70588235294,1,18,17,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.9,0.9333333333333332,200832.1,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0,0.7,0.2333333333333333,329738.43333333335,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.5666666666666667,296469.3,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.7666666666666666,0.1,266440.5333333333,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.8333333333333334,0.8666666666666667,193750.46666666667,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0,0.6333333333333333,0.1,325982.93333333335,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.9333333333333332,296763.3,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.1666666666666666,178177.46666666667,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.8666666666666667,0.9,198143.76666666663,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0,0.7,0.1666666666666666,323841.0333333333,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.7,299497.4,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.0333333333333333,176970.73333333334,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.8666666666666667,0.4333333333333333,202076.3333333333,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0,0.7,0.0333333333333333,317462.3,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.5,297045.8,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.7333333333333334,0.6666666666666666,231584.5,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.6,0.3,227209.2,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0,0.7666666666666666,0.1666666666666666,329378.43333333335,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.7333333333333334,0.7,258912.36666666667,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.1666666666666666,176301.03333333333,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-mean-order-loaner-laptop-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.8333333333333334,0.8666666666666667,194713.46666666667,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-mean-order-loaner-laptop-l2,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0,0.7333333333333334,0.4333333333333333,330896.8333333333,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-mean-order-loaner-laptop-l2,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.9333333333333332,296803.0,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-mean-order-loaner-laptop-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.1666666666666666,176812.8,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-median-order-apple-macbook-pro15-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.6666666666666667,0.5,277664.9666666667,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-median-order-apple-macbook-pro15-l2,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0,0.7666666666666666,0.2333333333333333,333527.86666666664,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-median-order-apple-macbook-pro15-l2,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.9333333333333332,298484.56666666665,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-median-order-apple-macbook-pro15-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.9333333333333332,0.1,176512.46666666667,1,31,30,0
workarena,workarena.servicenow.dashboard-retrieve-catalog-and-mode-order-apple-macbook-pro15-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.5666666666666667,0.0666666666666666,534776.7,1,31,30,0
